,Posts,Annotator Race,Annotator Gender,Annotator Politics,offensiveYN,OffensiveY Score,Neutral Score,OffensiveN Score,Prediction
28,RT @blackrepublican: Spike Lee is one of those [wealthy] people he bitches about that's causing gentrification.,white,woman,other,1.0,0.5391486,0.12411907,0.3367323,0
29,RT @blackrepublican: Spike Lee is one of those [wealthy] people he bitches about that's causing gentrification.,white,woman,na,0.0,0.5391486,0.12411907,0.3367323,0
30,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",black,woman,mod-liberal,1.0,0.86570376,0.07133941,0.06295682,0
31,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",black,woman,mod-liberal,1.0,0.86570376,0.07133941,0.06295682,0
32,i ran out &#128553; RT @sadonna_rae: This hoe just texted me asking to borrow a roll of tissue until tomorrow &#128555;&#128555;&#128557;&#128557;&#128557;,white,woman,liberal,0.0,0.46904898,0.14361174,0.38733926,0
33,i ran out &#128553; RT @sadonna_rae: This hoe just texted me asking to borrow a roll of tissue until tomorrow &#128555;&#128555;&#128557;&#128557;&#128557;,white,man,cons,0.5,0.46904898,0.14361174,0.38733926,0
34,i ran out &#128553; RT @sadonna_rae: This hoe just texted me asking to borrow a roll of tissue until tomorrow &#128555;&#128555;&#128557;&#128557;&#128557;,white,man,liberal,0.0,0.46904898,0.14361174,0.38733926,0
35,Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh,white,woman,liberal,0.0,0.81835127,0.099665835,0.08198287,0
36,Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh,white,woman,liberal,0.5,0.81835127,0.099665835,0.08198287,0
37,Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh,white,man,mod-liberal,0.0,0.81835127,0.099665835,0.08198287,0
38,@YourDudeFerg gay fags,white,woman,liberal,1.0,0.7977291,0.10587274,0.09639823,0
39,@YourDudeFerg gay fags,white,woman,liberal,1.0,0.7977291,0.10587274,0.09639823,0
40,@YourDudeFerg gay fags,white,woman,mod-cons,0.5,0.7977291,0.10587274,0.09639823,0
41,@YourDudeFerg gay fags,white,woman,mod-cons,0.5,0.7977291,0.10587274,0.09639823,0
42,@YourDudeFerg gay fags,white,woman,liberal,1.0,0.7977291,0.10587274,0.09639823,0
43,@YourDudeFerg gay fags,white,woman,liberal,1.0,0.7977291,0.10587274,0.09639823,0
44,RT @iLikeWGW: retweet for big booty bitches,white,woman,other,0.0,0.57981026,0.13664529,0.28354445,0
45,RT @iLikeWGW: retweet for big booty bitches,white,woman,liberal,1.0,0.57981026,0.13664529,0.28354445,0
46,RT @iLikeWGW: retweet for big booty bitches,white,woman,mod-cons,0.0,0.57981026,0.13664529,0.28354445,0
47,&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation,white,man,mod-liberal,0.0,0.70590585,0.12076625,0.17332786,0
48,&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation,white,woman,mod-cons,0.5,0.70590585,0.12076625,0.17332786,0
49,&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation,white,woman,other,0.0,0.70590585,0.12076625,0.17332786,0
50,bitches dumb,white,woman,mod-cons,1.0,0.5259827,0.12839508,0.34562227,0
51,bitches dumb,white,woman,mod-cons,1.0,0.5259827,0.12839508,0.34562227,0
52,Y'all lonely ass bitches sure do give out a lot of relationship advice....,asian,woman,liberal,1.0,0.6706992,0.13258539,0.19671543,0
53,Y'all lonely ass bitches sure do give out a lot of relationship advice....,white,man,mod-liberal,0.0,0.6706992,0.13258539,0.19671543,0
54,Y'all lonely ass bitches sure do give out a lot of relationship advice....,white,woman,liberal,1.0,0.6706992,0.13258539,0.19671543,0
55,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.7572246,0.10049709,0.1422783,0
56,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.7572246,0.10049709,0.1422783,0
57,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,mod-liberal,0.5,0.7572246,0.10049709,0.1422783,0
58,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,mod-liberal,0.5,0.7572246,0.10049709,0.1422783,0
59,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.7572246,0.10049709,0.1422783,0
60,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.7572246,0.10049709,0.1422783,0
61,@StephyRae7 hii fag. :),white,man,mod-liberal,1.0,0.57139736,0.13518965,0.29341295,0
62,@StephyRae7 hii fag. :),white,man,mod-liberal,1.0,0.57139736,0.13518965,0.29341295,0
63,That bitch got 5 million boyfriends,white,man,liberal,1.0,0.8311511,0.08590829,0.08294055,0
64,That bitch got 5 million boyfriends,white,woman,liberal,0.5,0.8311511,0.08590829,0.08294055,0
65,That bitch got 5 million boyfriends,white,woman,mod-cons,1.0,0.8311511,0.08590829,0.08294055,0
66,Just straight ignorant bitches #WhereTheyHeadsAt,white,woman,mod-liberal,0.5,0.7560015,0.1196168,0.124381796,0
67,Just straight ignorant bitches #WhereTheyHeadsAt,white,woman,mod-cons,1.0,0.7560015,0.1196168,0.124381796,0
68,Just straight ignorant bitches #WhereTheyHeadsAt,white,man,cons,1.0,0.7560015,0.1196168,0.124381796,0
69,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.84185165,0.078610875,0.07953752,0
70,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.84185165,0.078610875,0.07953752,0
71,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.84185165,0.078610875,0.07953752,0
72,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,hisp,woman,mod-liberal,1.0,0.84185165,0.078610875,0.07953752,0
73,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,hisp,woman,mod-liberal,1.0,0.84185165,0.078610875,0.07953752,0
74,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.84185165,0.078610875,0.07953752,0
75,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.84185165,0.078610875,0.07953752,0
76,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,woman,other,0.0,0.113288745,0.05774933,0.8289619,2
77,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,mod-liberal,0.5,0.113288745,0.05774933,0.8289619,2
78,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,cons,0.0,0.113288745,0.05774933,0.8289619,2
79,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,woman,other,0.0,0.8009153,0.08812215,0.11096254,0
80,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,asian,man,liberal,0.0,0.8009153,0.08812215,0.11096254,0
81,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,man,libert,1.0,0.8009153,0.08812215,0.11096254,0
82,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.73974985,0.12314264,0.13710749,0
83,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.73974985,0.12314264,0.13710749,0
84,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.8263298,0.090563975,0.083106175,0
85,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.8263298,0.090563975,0.083106175,0
86,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.8263298,0.090563975,0.083106175,0
87,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.8263298,0.090563975,0.083106175,0
88,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.8263298,0.090563975,0.083106175,0
89,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.8263298,0.090563975,0.083106175,0
90,We live ina generation where we praise these hoes.,asian,woman,liberal,0.0,0.7387695,0.116890304,0.14434028,0
91,We live ina generation where we praise these hoes.,white,woman,mod-cons,0.0,0.7387695,0.116890304,0.14434028,0
92,We live ina generation where we praise these hoes.,white,man,liberal,0.0,0.7387695,0.116890304,0.14434028,0
93,Let a bitch be a bitch n a hoe be a hoe!,white,man,cons,0.5,0.8187454,0.09222022,0.08903443,0
94,Let a bitch be a bitch n a hoe be a hoe!,white,woman,other,1.0,0.8187454,0.09222022,0.08903443,0
95,Let a bitch be a bitch n a hoe be a hoe!,white,man,libert,1.0,0.8187454,0.09222022,0.08903443,0
96,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,1.0,0.6937354,0.13188554,0.17437904,0
97,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,hisp,woman,other,1.0,0.6937354,0.13188554,0.17437904,0
98,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,0.5,0.6937354,0.13188554,0.17437904,0
99,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.75117415,0.11701036,0.13181548,0
100,Awwwwww they no Kaep ain't rape no bitch!!!!,white,woman,liberal,0.5,0.75117415,0.11701036,0.13181548,0
101,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.75117415,0.11701036,0.13181548,0
102,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.84527874,0.081436425,0.07328486,0
103,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.84527874,0.081436425,0.07328486,0
104,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.84527874,0.081436425,0.07328486,0
105,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.84527874,0.081436425,0.07328486,0
106,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.7270506,0.10848939,0.1644601,0
107,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.7270506,0.10848939,0.1644601,0
108,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.7270506,0.10848939,0.1644601,0
109,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.7270506,0.10848939,0.1644601,0
110,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.7270506,0.10848939,0.1644601,0
111,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.7270506,0.10848939,0.1644601,0
112,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,other,1.0,0.7646176,0.10760191,0.12778042,0
113,RT @HG_Shit: @1BookieG them klutzy bitches,white,man,libert,1.0,0.7646176,0.10760191,0.12778042,0
114,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,libert,0.5,0.7646176,0.10760191,0.12778042,0
115,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.58160573,0.15291089,0.26548335,0
116,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.58160573,0.15291089,0.26548335,0
117,@ICBC_World214 that hoe out now,white,woman,other,0.0,0.58160573,0.15291089,0.26548335,0
118,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,liberal,1.0,0.60366386,0.14450729,0.2518289,0
119,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,mod-liberal,1.0,0.60366386,0.14450729,0.2518289,0
120,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,cons,1.0,0.60366386,0.14450729,0.2518289,0
121,"I don't know what's more stressful, midterms or flappy birds.",black,woman,mod-liberal,0.0,0.51736,0.058730412,0.42390957,0
122,"I don't know what's more stressful, midterms or flappy birds.",white,woman,liberal,0.0,0.51736,0.058730412,0.42390957,0
123,"I don't know what's more stressful, midterms or flappy birds.",white,woman,mod-cons,0.0,0.51736,0.058730412,0.42390957,0
124,@lucas_wright955 @MichaelGT03 faggots,white,woman,cons,1.0,0.80193293,0.10116092,0.096906215,0
125,@lucas_wright955 @MichaelGT03 faggots,white,man,liberal,1.0,0.80193293,0.10116092,0.096906215,0
126,@lucas_wright955 @MichaelGT03 faggots,white,man,cons,1.0,0.80193293,0.10116092,0.096906215,0
127,i'ont neva chase hoes they move to slow i let em chase me,black,woman,mod-liberal,0.0,0.6226178,0.15407638,0.22330582,0
128,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,1.0,0.6226178,0.15407638,0.22330582,0
129,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,,0.6226178,0.15407638,0.22330582,0
130,It's only a few real bitches I know.,white,woman,liberal,0.0,0.75216013,0.09827729,0.14956257,0
131,It's only a few real bitches I know.,white,man,libert,1.0,0.75216013,0.09827729,0.14956257,0
132,It's only a few real bitches I know.,white,man,mod-liberal,0.0,0.75216013,0.09827729,0.14956257,0
133,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,mod-cons,0.5,0.6444304,0.107695125,0.24787448,0
134,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,man,mod-liberal,0.5,0.6444304,0.107695125,0.24787448,0
135,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,cons,1.0,0.6444304,0.107695125,0.24787448,0
136,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.7995937,0.08832107,0.112085275,0
137,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.7995937,0.08832107,0.112085275,0
138,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.7995937,0.08832107,0.112085275,0
139,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.7995937,0.08832107,0.112085275,0
140,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.7995937,0.08832107,0.112085275,0
141,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.7995937,0.08832107,0.112085275,0
142,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.88841283,0.06665918,0.044928014,0
143,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.88841283,0.06665918,0.044928014,0
144,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.88841283,0.06665918,0.044928014,0
145,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.88841283,0.06665918,0.044928014,0
146,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.88841283,0.06665918,0.044928014,0
147,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.88841283,0.06665918,0.044928014,0
148,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.88841283,0.06665918,0.044928014,0
149,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.88841283,0.06665918,0.044928014,0
150,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.63692373,0.1600987,0.20297752,0
151,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.63692373,0.1600987,0.20297752,0
152,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.91876376,0.050042506,0.03119371,0
153,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.91876376,0.050042506,0.03119371,0
154,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.68606144,0.14047502,0.17346351,0
155,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.68606144,0.14047502,0.17346351,0
156,Got a lil bitch from the 916,white,man,mod-liberal,0.0,0.6243846,0.13931903,0.23629636,0
157,Got a lil bitch from the 916,white,woman,cons,1.0,0.6243846,0.13931903,0.23629636,0
158,Got a lil bitch from the 916,white,woman,liberal,0.0,0.6243846,0.13931903,0.23629636,0
159,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,mod-cons,0.5,0.7823841,0.10064148,0.116974406,0
160,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,0.0,0.7823841,0.10064148,0.116974406,0
161,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,,0.7823841,0.10064148,0.116974406,0
162,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.59325075,0.14368859,0.26306066,0
163,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.59325075,0.14368859,0.26306066,0
164,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,,0.75429094,0.1184174,0.1272917,0
165,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,man,liberal,1.0,0.75429094,0.1184174,0.1272917,0
166,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,1.0,0.75429094,0.1184174,0.1272917,0
167,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.56917894,0.14223436,0.28858674,0
168,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.56917894,0.14223436,0.28858674,0
169,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,mod-cons,0.5,0.7786229,0.09937824,0.12199881,0
170,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.7786229,0.09937824,0.12199881,0
171,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.7786229,0.09937824,0.12199881,0
172,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.5,0.12212756,0.04653582,0.8313366,2
173,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.0,0.12212756,0.04653582,0.8313366,2
174,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,liberal,0.0,0.12212756,0.04653582,0.8313366,2
175,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.40260282,0.13671143,0.46068573,2
176,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.40260282,0.13671143,0.46068573,2
177,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,woman,liberal,1.0,0.7830512,0.10191464,0.115034185,0
178,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.7830512,0.10191464,0.115034185,0
179,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.7830512,0.10191464,0.115034185,0
180,Heat bitches!!!!!!!!!!!,asian,woman,liberal,0.5,0.645675,0.11990534,0.23441961,0
181,Heat bitches!!!!!!!!!!!,white,woman,liberal,0.0,0.645675,0.11990534,0.23441961,0
182,Heat bitches!!!!!!!!!!!,white,woman,mod-liberal,0.0,0.645675,0.11990534,0.23441961,0
183,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,asian,man,liberal,0.5,0.63372314,0.14251179,0.22376505,0
184,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,liberal,1.0,0.63372314,0.14251179,0.22376505,0
185,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,mod-cons,0.0,0.63372314,0.14251179,0.22376505,0
186,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.6900455,0.12764558,0.18230896,0
187,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.6900455,0.12764558,0.18230896,0
188,Wish I got hoes like James Bond,white,woman,mod-cons,0.0,0.6900455,0.12764558,0.18230896,0
189,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.765303,0.10196676,0.13273023,0
190,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.765303,0.10196676,0.13273023,0
191,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,man,cons,1.0,0.765303,0.10196676,0.13273023,0
192,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,man,cons,1.0,0.765303,0.10196676,0.13273023,0
193,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,other,1.0,0.765303,0.10196676,0.13273023,0
