,Posts,Annotator Race,Annotator Gender,Annotator Politics,offensiveYN,OffensiveY Score,Neutral Score,OffensiveN Score,Prediction
74,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.9126106,0.038261123,0.049128253,0
75,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.9126106,0.038261123,0.049128253,0
76,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,woman,other,0.0,0.12803909,0.038670227,0.8332907,2
77,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,mod-liberal,0.5,0.12803909,0.038670227,0.8332907,2
78,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,cons,0.0,0.12803909,0.038670227,0.8332907,2
79,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,woman,other,0.0,0.91467065,0.023810497,0.061518952,0
80,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,asian,man,liberal,0.0,0.91467065,0.023810497,0.061518952,0
81,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,man,libert,1.0,0.91467065,0.023810497,0.061518952,0
82,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.8736444,0.04086089,0.08549473,0
83,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.8736444,0.04086089,0.08549473,0
84,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.9158795,0.03869933,0.045421183,0
85,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.9158795,0.03869933,0.045421183,0
86,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.9158795,0.03869933,0.045421183,0
87,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.9158795,0.03869933,0.045421183,0
88,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.9158795,0.03869933,0.045421183,0
89,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.9158795,0.03869933,0.045421183,0
90,We live ina generation where we praise these hoes.,asian,woman,liberal,0.0,0.9059283,0.02844643,0.06562523,0
91,We live ina generation where we praise these hoes.,white,woman,mod-cons,0.0,0.9059283,0.02844643,0.06562523,0
92,We live ina generation where we praise these hoes.,white,man,liberal,0.0,0.9059283,0.02844643,0.06562523,0
93,Let a bitch be a bitch n a hoe be a hoe!,white,man,cons,0.5,0.9263578,0.025871333,0.047770906,0
94,Let a bitch be a bitch n a hoe be a hoe!,white,woman,other,1.0,0.9263578,0.025871333,0.047770906,0
95,Let a bitch be a bitch n a hoe be a hoe!,white,man,libert,1.0,0.9263578,0.025871333,0.047770906,0
96,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,1.0,0.7624484,0.065589115,0.17196259,0
97,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,hisp,woman,other,1.0,0.7624484,0.065589115,0.17196259,0
98,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,0.5,0.7624484,0.065589115,0.17196259,0
99,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.8587426,0.04732467,0.093932696,0
100,Awwwwww they no Kaep ain't rape no bitch!!!!,white,woman,liberal,0.5,0.8587426,0.04732467,0.093932696,0
101,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.8587426,0.04732467,0.093932696,0
102,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.9216475,0.034908324,0.043444116,0
103,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.9216475,0.034908324,0.043444116,0
104,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.9216475,0.034908324,0.043444116,0
105,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.9216475,0.034908324,0.043444116,0
106,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.80770504,0.054112863,0.13818204,0
107,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.80770504,0.054112863,0.13818204,0
108,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.80770504,0.054112863,0.13818204,0
109,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.80770504,0.054112863,0.13818204,0
110,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.80770504,0.054112863,0.13818204,0
111,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.80770504,0.054112863,0.13818204,0
112,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,other,1.0,0.84219134,0.053420506,0.10438819,0
113,RT @HG_Shit: @1BookieG them klutzy bitches,white,man,libert,1.0,0.84219134,0.053420506,0.10438819,0
114,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,libert,0.5,0.84219134,0.053420506,0.10438819,0
115,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.7705009,0.07658851,0.15291059,0
116,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.7705009,0.07658851,0.15291059,0
117,@ICBC_World214 that hoe out now,white,woman,other,0.0,0.7705009,0.07658851,0.15291059,0
118,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,liberal,1.0,0.45865995,0.07908289,0.46225724,2
119,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,mod-liberal,1.0,0.45865995,0.07908289,0.46225724,2
120,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,cons,1.0,0.45865995,0.07908289,0.46225724,2
121,"I don't know what's more stressful, midterms or flappy birds.",black,woman,mod-liberal,0.0,0.32501563,0.023544054,0.6514403,2
122,"I don't know what's more stressful, midterms or flappy birds.",white,woman,liberal,0.0,0.32501563,0.023544054,0.6514403,2
123,"I don't know what's more stressful, midterms or flappy birds.",white,woman,mod-cons,0.0,0.32501563,0.023544054,0.6514403,2
124,@lucas_wright955 @MichaelGT03 faggots,white,woman,cons,1.0,0.895893,0.051138606,0.052968424,0
125,@lucas_wright955 @MichaelGT03 faggots,white,man,liberal,1.0,0.895893,0.051138606,0.052968424,0
126,@lucas_wright955 @MichaelGT03 faggots,white,man,cons,1.0,0.895893,0.051138606,0.052968424,0
127,i'ont neva chase hoes they move to slow i let em chase me,black,woman,mod-liberal,0.0,0.8495287,0.053466577,0.09700474,0
128,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,1.0,0.8495287,0.053466577,0.09700474,0
129,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,,0.8495287,0.053466577,0.09700474,0
130,It's only a few real bitches I know.,white,woman,liberal,0.0,0.8307682,0.038553167,0.13067867,0
131,It's only a few real bitches I know.,white,man,libert,1.0,0.8307682,0.038553167,0.13067867,0
132,It's only a few real bitches I know.,white,man,mod-liberal,0.0,0.8307682,0.038553167,0.13067867,0
133,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,mod-cons,0.5,0.8501319,0.043669134,0.10619886,0
134,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,man,mod-liberal,0.5,0.8501319,0.043669134,0.10619886,0
135,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,cons,1.0,0.8501319,0.043669134,0.10619886,0
136,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.885784,0.038017083,0.07619898,0
137,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.885784,0.038017083,0.07619898,0
138,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.885784,0.038017083,0.07619898,0
139,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.885784,0.038017083,0.07619898,0
140,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.885784,0.038017083,0.07619898,0
141,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.885784,0.038017083,0.07619898,0
142,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.947834,0.023543904,0.028622108,0
143,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.947834,0.023543904,0.028622108,0
144,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.947834,0.023543904,0.028622108,0
145,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.947834,0.023543904,0.028622108,0
146,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.947834,0.023543904,0.028622108,0
147,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.947834,0.023543904,0.028622108,0
148,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.947834,0.023543904,0.028622108,0
149,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.947834,0.023543904,0.028622108,0
150,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.7173748,0.09784758,0.18477763,0
151,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.7173748,0.09784758,0.18477763,0
152,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.9674745,0.017719915,0.014805543,0
153,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.9674745,0.017719915,0.014805543,0
154,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.7718339,0.07012868,0.15803742,0
155,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.7718339,0.07012868,0.15803742,0
156,Got a lil bitch from the 916,white,man,mod-liberal,0.0,0.6377954,0.066180944,0.29602367,0
157,Got a lil bitch from the 916,white,woman,cons,1.0,0.6377954,0.066180944,0.29602367,0
158,Got a lil bitch from the 916,white,woman,liberal,0.0,0.6377954,0.066180944,0.29602367,0
159,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,mod-cons,0.5,0.84795064,0.045292206,0.106757164,0
160,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,0.0,0.84795064,0.045292206,0.106757164,0
161,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,,0.84795064,0.045292206,0.106757164,0
162,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.6270293,0.07035074,0.30261993,0
163,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.6270293,0.07035074,0.30261993,0
164,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,,0.87953883,0.036874592,0.08358651,0
165,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,man,liberal,1.0,0.87953883,0.036874592,0.08358651,0
166,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,1.0,0.87953883,0.036874592,0.08358651,0
167,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.7385142,0.051851835,0.20963395,0
168,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.7385142,0.051851835,0.20963395,0
169,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,mod-cons,0.5,0.72054946,0.0513872,0.22806336,0
170,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.72054946,0.0513872,0.22806336,0
171,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.72054946,0.0513872,0.22806336,0
172,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.5,0.046455815,0.020454219,0.93309003,2
173,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.0,0.046455815,0.020454219,0.93309003,2
174,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,liberal,0.0,0.046455815,0.020454219,0.93309003,2
175,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.5619939,0.04872433,0.3892818,0
176,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.5619939,0.04872433,0.3892818,0
177,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,woman,liberal,1.0,0.8486008,0.043932367,0.10746687,0
178,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.8486008,0.043932367,0.10746687,0
179,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.8486008,0.043932367,0.10746687,0
180,Heat bitches!!!!!!!!!!!,asian,woman,liberal,0.5,0.80172914,0.04967594,0.14859492,0
181,Heat bitches!!!!!!!!!!!,white,woman,liberal,0.0,0.80172914,0.04967594,0.14859492,0
182,Heat bitches!!!!!!!!!!!,white,woman,mod-liberal,0.0,0.80172914,0.04967594,0.14859492,0
183,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,asian,man,liberal,0.5,0.877055,0.04540545,0.07753957,0
184,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,liberal,1.0,0.877055,0.04540545,0.07753957,0
185,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,mod-cons,0.0,0.877055,0.04540545,0.07753957,0
186,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.9018234,0.029445577,0.06873097,0
187,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.9018234,0.029445577,0.06873097,0
188,Wish I got hoes like James Bond,white,woman,mod-cons,0.0,0.9018234,0.029445577,0.06873097,0
189,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.8479721,0.049357895,0.10266996,0
190,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.8479721,0.049357895,0.10266996,0
191,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,man,cons,1.0,0.8479721,0.049357895,0.10266996,0
192,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,man,cons,1.0,0.8479721,0.049357895,0.10266996,0
193,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,other,1.0,0.8479721,0.049357895,0.10266996,0
