,Posts,Annotator Race,Annotator Gender,Annotator Politics,offensiveYN,OffensiveY Score,Neutral Score,OffensiveN Score,Prediction
57,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,mod-liberal,0.5,0.0024536415,0.0076767644,0.98986953,2
58,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,mod-liberal,0.5,0.0024536415,0.0076767644,0.98986953,2
59,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.0024536415,0.0076767644,0.98986953,2
60,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.0024536415,0.0076767644,0.98986953,2
61,@StephyRae7 hii fag. :),white,man,mod-liberal,1.0,0.9390887,0.045493353,0.015417988,0
62,@StephyRae7 hii fag. :),white,man,mod-liberal,1.0,0.9390887,0.045493353,0.015417988,0
63,That bitch got 5 million boyfriends,white,man,liberal,1.0,0.9746942,0.022391608,0.002914283,0
64,That bitch got 5 million boyfriends,white,woman,liberal,0.5,0.9746942,0.022391608,0.002914283,0
65,That bitch got 5 million boyfriends,white,woman,mod-cons,1.0,0.9746942,0.022391608,0.002914283,0
66,Just straight ignorant bitches #WhereTheyHeadsAt,white,woman,mod-liberal,0.5,0.9677147,0.01576433,0.016520876,0
67,Just straight ignorant bitches #WhereTheyHeadsAt,white,woman,mod-cons,1.0,0.9677147,0.01576433,0.016520876,0
68,Just straight ignorant bitches #WhereTheyHeadsAt,white,man,cons,1.0,0.9677147,0.01576433,0.016520876,0
69,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.9717737,0.021978406,0.006247916,0
70,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.9717737,0.021978406,0.006247916,0
71,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.9717737,0.021978406,0.006247916,0
72,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,hisp,woman,mod-liberal,1.0,0.9717737,0.021978406,0.006247916,0
73,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,hisp,woman,mod-liberal,1.0,0.9717737,0.021978406,0.006247916,0
74,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.9717737,0.021978406,0.006247916,0
75,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.9717737,0.021978406,0.006247916,0
76,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,woman,other,0.0,0.0016129323,0.006183001,0.99220407,2
77,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,mod-liberal,0.5,0.0016129323,0.006183001,0.99220407,2
78,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,cons,0.0,0.0016129323,0.006183001,0.99220407,2
79,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,woman,other,0.0,0.48892942,0.06240369,0.44866687,0
80,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,asian,man,liberal,0.0,0.48892942,0.06240369,0.44866687,0
81,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,man,libert,1.0,0.48892942,0.06240369,0.44866687,0
82,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.97114253,0.024888624,0.0039688377,0
83,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.97114253,0.024888624,0.0039688377,0
84,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.969466,0.014492342,0.01604156,0
85,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.969466,0.014492342,0.01604156,0
86,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.969466,0.014492342,0.01604156,0
87,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.969466,0.014492342,0.01604156,0
88,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.969466,0.014492342,0.01604156,0
89,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.969466,0.014492342,0.01604156,0
90,We live ina generation where we praise these hoes.,asian,woman,liberal,0.0,0.003949721,0.0066664163,0.9893839,2
91,We live ina generation where we praise these hoes.,white,woman,mod-cons,0.0,0.003949721,0.0066664163,0.9893839,2
92,We live ina generation where we praise these hoes.,white,man,liberal,0.0,0.003949721,0.0066664163,0.9893839,2
93,Let a bitch be a bitch n a hoe be a hoe!,white,man,cons,0.5,0.965976,0.019583777,0.014440171,0
94,Let a bitch be a bitch n a hoe be a hoe!,white,woman,other,1.0,0.965976,0.019583777,0.014440171,0
95,Let a bitch be a bitch n a hoe be a hoe!,white,man,libert,1.0,0.965976,0.019583777,0.014440171,0
96,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,1.0,0.8534365,0.04523048,0.10133297,0
97,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,hisp,woman,other,1.0,0.8534365,0.04523048,0.10133297,0
98,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,0.5,0.8534365,0.04523048,0.10133297,0
99,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.73866683,0.16481885,0.09651426,0
100,Awwwwww they no Kaep ain't rape no bitch!!!!,white,woman,liberal,0.5,0.73866683,0.16481885,0.09651426,0
101,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.73866683,0.16481885,0.09651426,0
102,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.98346806,0.011905764,0.0046260813,0
103,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.98346806,0.011905764,0.0046260813,0
104,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.98346806,0.011905764,0.0046260813,0
105,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.98346806,0.011905764,0.0046260813,0
106,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.56468236,0.057685934,0.37763178,0
107,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.56468236,0.057685934,0.37763178,0
108,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.56468236,0.057685934,0.37763178,0
109,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.56468236,0.057685934,0.37763178,0
110,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.56468236,0.057685934,0.37763178,0
111,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.56468236,0.057685934,0.37763178,0
112,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,other,1.0,0.36796638,0.03476519,0.5972684,2
113,RT @HG_Shit: @1BookieG them klutzy bitches,white,man,libert,1.0,0.36796638,0.03476519,0.5972684,2
114,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,libert,0.5,0.36796638,0.03476519,0.5972684,2
115,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.0011814663,0.005420531,0.99339795,2
116,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.0011814663,0.005420531,0.99339795,2
117,@ICBC_World214 that hoe out now,white,woman,other,0.0,0.0011814663,0.005420531,0.99339795,2
118,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,liberal,1.0,0.008651077,0.029727092,0.9616218,2
119,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,mod-liberal,1.0,0.008651077,0.029727092,0.9616218,2
120,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,cons,1.0,0.008651077,0.029727092,0.9616218,2
121,"I don't know what's more stressful, midterms or flappy birds.",black,woman,mod-liberal,0.0,0.061532173,0.018224435,0.92024344,2
122,"I don't know what's more stressful, midterms or flappy birds.",white,woman,liberal,0.0,0.061532173,0.018224435,0.92024344,2
123,"I don't know what's more stressful, midterms or flappy birds.",white,woman,mod-cons,0.0,0.061532173,0.018224435,0.92024344,2
124,@lucas_wright955 @MichaelGT03 faggots,white,woman,cons,1.0,0.98635405,0.010787525,0.0028584097,0
125,@lucas_wright955 @MichaelGT03 faggots,white,man,liberal,1.0,0.98635405,0.010787525,0.0028584097,0
126,@lucas_wright955 @MichaelGT03 faggots,white,man,cons,1.0,0.98635405,0.010787525,0.0028584097,0
127,i'ont neva chase hoes they move to slow i let em chase me,black,woman,mod-liberal,0.0,0.58992225,0.3289831,0.081094556,0
128,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,1.0,0.58992225,0.3289831,0.081094556,0
129,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,,0.58992225,0.3289831,0.081094556,0
130,It's only a few real bitches I know.,white,woman,liberal,0.0,0.5676249,0.08876497,0.34361014,0
131,It's only a few real bitches I know.,white,man,libert,1.0,0.5676249,0.08876497,0.34361014,0
132,It's only a few real bitches I know.,white,man,mod-liberal,0.0,0.5676249,0.08876497,0.34361014,0
133,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,mod-cons,0.5,0.0010260403,0.0059974357,0.9929765,2
134,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,man,mod-liberal,0.5,0.0010260403,0.0059974357,0.9929765,2
135,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,cons,1.0,0.0010260403,0.0059974357,0.9929765,2
136,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.70979375,0.16244915,0.12775709,0
137,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.70979375,0.16244915,0.12775709,0
138,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.70979375,0.16244915,0.12775709,0
139,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.70979375,0.16244915,0.12775709,0
140,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.70979375,0.16244915,0.12775709,0
141,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.70979375,0.16244915,0.12775709,0
142,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.9819434,0.015383318,0.00267322,0
143,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.9819434,0.015383318,0.00267322,0
144,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9819434,0.015383318,0.00267322,0
145,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9819434,0.015383318,0.00267322,0
146,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9819434,0.015383318,0.00267322,0
147,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9819434,0.015383318,0.00267322,0
148,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.9819434,0.015383318,0.00267322,0
149,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.9819434,0.015383318,0.00267322,0
150,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.20596214,0.09795697,0.69608086,2
151,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.20596214,0.09795697,0.69608086,2
152,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.939822,0.023163216,0.037014715,0
153,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.939822,0.023163216,0.037014715,0
154,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.030461164,0.029294217,0.9402447,2
155,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.030461164,0.029294217,0.9402447,2
156,Got a lil bitch from the 916,white,man,mod-liberal,0.0,0.8534401,0.08351754,0.06304234,0
157,Got a lil bitch from the 916,white,woman,cons,1.0,0.8534401,0.08351754,0.06304234,0
158,Got a lil bitch from the 916,white,woman,liberal,0.0,0.8534401,0.08351754,0.06304234,0
159,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,mod-cons,0.5,0.5892203,0.23829912,0.17248057,0
160,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,0.0,0.5892203,0.23829912,0.17248057,0
161,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,,0.5892203,0.23829912,0.17248057,0
162,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.37980747,0.029632838,0.59055966,2
163,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.37980747,0.029632838,0.59055966,2
164,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,,0.4980326,0.0825819,0.4193855,0
165,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,man,liberal,1.0,0.4980326,0.0825819,0.4193855,0
166,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,1.0,0.4980326,0.0825819,0.4193855,0
167,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.7315089,0.032392338,0.23609874,0
168,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.7315089,0.032392338,0.23609874,0
169,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,mod-cons,0.5,0.009530412,0.025906345,0.96456325,2
170,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.009530412,0.025906345,0.96456325,2
171,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.009530412,0.025906345,0.96456325,2
172,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.5,0.07199448,0.06789726,0.8601082,2
173,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.0,0.07199448,0.06789726,0.8601082,2
174,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,liberal,0.0,0.07199448,0.06789726,0.8601082,2
175,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.0011387636,0.0109744305,0.9878868,2
176,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.0011387636,0.0109744305,0.9878868,2
177,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,woman,liberal,1.0,0.0015668181,0.00400101,0.99443215,2
178,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.0015668181,0.00400101,0.99443215,2
179,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.0015668181,0.00400101,0.99443215,2
180,Heat bitches!!!!!!!!!!!,asian,woman,liberal,0.5,0.0009338981,0.00643209,0.992634,2
181,Heat bitches!!!!!!!!!!!,white,woman,liberal,0.0,0.0009338981,0.00643209,0.992634,2
182,Heat bitches!!!!!!!!!!!,white,woman,mod-liberal,0.0,0.0009338981,0.00643209,0.992634,2
183,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,asian,man,liberal,0.5,0.09911814,0.03791607,0.86296576,2
184,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,liberal,1.0,0.09911814,0.03791607,0.86296576,2
185,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,mod-cons,0.0,0.09911814,0.03791607,0.86296576,2
186,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.0014859383,0.010154545,0.98835945,2
187,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.0014859383,0.010154545,0.98835945,2
188,Wish I got hoes like James Bond,white,woman,mod-cons,0.0,0.0014859383,0.010154545,0.98835945,2
189,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.9425739,0.03890467,0.0185214,0
190,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.9425739,0.03890467,0.0185214,0
191,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,man,cons,1.0,0.9425739,0.03890467,0.0185214,0
192,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,man,cons,1.0,0.9425739,0.03890467,0.0185214,0
