,Posts,Annotator Race,Annotator Gender,Annotator Politics,offensiveYN,OffensiveY Score,Neutral Score,OffensiveN Score,Prediction
46,RT @iLikeWGW: retweet for big booty bitches,white,woman,mod-cons,0.0,0.0064567127,0.0009940445,0.9925492,2
47,&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation,white,man,mod-liberal,0.0,0.9969547,0.002303415,0.0007419899,0
48,&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation,white,woman,mod-cons,0.5,0.9969547,0.002303415,0.0007419899,0
49,&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation,white,woman,other,0.0,0.9969547,0.002303415,0.0007419899,0
50,bitches dumb,white,woman,mod-cons,1.0,0.031253915,0.0016734686,0.96707255,2
51,bitches dumb,white,woman,mod-cons,1.0,0.031253915,0.0016734686,0.96707255,2
52,Y'all lonely ass bitches sure do give out a lot of relationship advice....,asian,woman,liberal,1.0,0.09478315,0.00241965,0.90279716,2
53,Y'all lonely ass bitches sure do give out a lot of relationship advice....,white,man,mod-liberal,0.0,0.09478315,0.00241965,0.90279716,2
54,Y'all lonely ass bitches sure do give out a lot of relationship advice....,white,woman,liberal,1.0,0.09478315,0.00241965,0.90279716,2
55,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.9992618,0.00054410764,0.00019400755,0
56,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.9992618,0.00054410764,0.00019400755,0
57,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,mod-liberal,0.5,0.9992618,0.00054410764,0.00019400755,0
58,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,mod-liberal,0.5,0.9992618,0.00054410764,0.00019400755,0
59,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.9992618,0.00054410764,0.00019400755,0
60,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.9992618,0.00054410764,0.00019400755,0
61,@StephyRae7 hii fag. :),white,man,mod-liberal,1.0,0.00038527846,0.0017815096,0.9978332,2
62,@StephyRae7 hii fag. :),white,man,mod-liberal,1.0,0.00038527846,0.0017815096,0.9978332,2
63,That bitch got 5 million boyfriends,white,man,liberal,1.0,0.9990675,0.0006985122,0.00023397226,0
64,That bitch got 5 million boyfriends,white,woman,liberal,0.5,0.9990675,0.0006985122,0.00023397226,0
65,That bitch got 5 million boyfriends,white,woman,mod-cons,1.0,0.9990675,0.0006985122,0.00023397226,0
66,Just straight ignorant bitches #WhereTheyHeadsAt,white,woman,mod-liberal,0.5,0.9983588,0.0011689579,0.00047230173,0
67,Just straight ignorant bitches #WhereTheyHeadsAt,white,woman,mod-cons,1.0,0.9983588,0.0011689579,0.00047230173,0
68,Just straight ignorant bitches #WhereTheyHeadsAt,white,man,cons,1.0,0.9983588,0.0011689579,0.00047230173,0
69,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.9982811,0.0013453576,0.0003735923,0
70,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.9982811,0.0013453576,0.0003735923,0
71,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.9982811,0.0013453576,0.0003735923,0
72,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,hisp,woman,mod-liberal,1.0,0.9982811,0.0013453576,0.0003735923,0
73,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,hisp,woman,mod-liberal,1.0,0.9982811,0.0013453576,0.0003735923,0
74,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.9982811,0.0013453576,0.0003735923,0
75,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.9982811,0.0013453576,0.0003735923,0
76,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,woman,other,0.0,0.0006250802,0.0020020811,0.99737287,2
77,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,mod-liberal,0.5,0.0006250802,0.0020020811,0.99737287,2
78,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,cons,0.0,0.0006250802,0.0020020811,0.99737287,2
79,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,woman,other,0.0,0.998502,0.00095421256,0.00054369395,0
80,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,asian,man,liberal,0.0,0.998502,0.00095421256,0.00054369395,0
81,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,man,libert,1.0,0.998502,0.00095421256,0.00054369395,0
82,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.9970848,0.0027571865,0.00015799937,0
83,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.9970848,0.0027571865,0.00015799937,0
84,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.99758697,0.002269142,0.00014393253,0
85,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.99758697,0.002269142,0.00014393253,0
86,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.99758697,0.002269142,0.00014393253,0
87,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.99758697,0.002269142,0.00014393253,0
88,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.99758697,0.002269142,0.00014393253,0
89,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.99758697,0.002269142,0.00014393253,0
90,We live ina generation where we praise these hoes.,asian,woman,liberal,0.0,0.00283363,0.003964961,0.99320143,2
91,We live ina generation where we praise these hoes.,white,woman,mod-cons,0.0,0.00283363,0.003964961,0.99320143,2
92,We live ina generation where we praise these hoes.,white,man,liberal,0.0,0.00283363,0.003964961,0.99320143,2
93,Let a bitch be a bitch n a hoe be a hoe!,white,man,cons,0.5,0.0108161,0.9812707,0.007913228,1
94,Let a bitch be a bitch n a hoe be a hoe!,white,woman,other,1.0,0.0108161,0.9812707,0.007913228,1
95,Let a bitch be a bitch n a hoe be a hoe!,white,man,libert,1.0,0.0108161,0.9812707,0.007913228,1
96,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,1.0,0.098536484,0.8714116,0.030051932,1
97,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,hisp,woman,other,1.0,0.098536484,0.8714116,0.030051932,1
98,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,0.5,0.098536484,0.8714116,0.030051932,1
99,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.99627066,0.0034689873,0.00026028426,0
100,Awwwwww they no Kaep ain't rape no bitch!!!!,white,woman,liberal,0.5,0.99627066,0.0034689873,0.00026028426,0
101,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.99627066,0.0034689873,0.00026028426,0
102,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.9976452,0.002148506,0.00020618585,0
103,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.9976452,0.002148506,0.00020618585,0
104,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.9976452,0.002148506,0.00020618585,0
105,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.9976452,0.002148506,0.00020618585,0
106,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.9990017,0.0005612334,0.00043708895,0
107,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.9990017,0.0005612334,0.00043708895,0
108,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.9990017,0.0005612334,0.00043708895,0
109,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.9990017,0.0005612334,0.00043708895,0
110,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.9990017,0.0005612334,0.00043708895,0
111,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.9990017,0.0005612334,0.00043708895,0
112,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,other,1.0,0.9889572,0.009848075,0.0011947071,0
113,RT @HG_Shit: @1BookieG them klutzy bitches,white,man,libert,1.0,0.9889572,0.009848075,0.0011947071,0
114,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,libert,0.5,0.9889572,0.009848075,0.0011947071,0
115,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.00030420846,0.003735084,0.9959608,2
116,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.00030420846,0.003735084,0.9959608,2
117,@ICBC_World214 that hoe out now,white,woman,other,0.0,0.00030420846,0.003735084,0.9959608,2
118,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,liberal,1.0,0.03926307,0.053041026,0.90769595,2
119,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,mod-liberal,1.0,0.03926307,0.053041026,0.90769595,2
120,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,cons,1.0,0.03926307,0.053041026,0.90769595,2
121,"I don't know what's more stressful, midterms or flappy birds.",black,woman,mod-liberal,0.0,0.9965744,0.0004226118,0.0030030736,0
122,"I don't know what's more stressful, midterms or flappy birds.",white,woman,liberal,0.0,0.9965744,0.0004226118,0.0030030736,0
123,"I don't know what's more stressful, midterms or flappy birds.",white,woman,mod-cons,0.0,0.9965744,0.0004226118,0.0030030736,0
124,@lucas_wright955 @MichaelGT03 faggots,white,woman,cons,1.0,0.8936522,0.056906547,0.049441267,0
125,@lucas_wright955 @MichaelGT03 faggots,white,man,liberal,1.0,0.8936522,0.056906547,0.049441267,0
126,@lucas_wright955 @MichaelGT03 faggots,white,man,cons,1.0,0.8936522,0.056906547,0.049441267,0
127,i'ont neva chase hoes they move to slow i let em chase me,black,woman,mod-liberal,0.0,0.00093763997,0.0024511276,0.9966112,2
128,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,1.0,0.00093763997,0.0024511276,0.9966112,2
129,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,,0.00093763997,0.0024511276,0.9966112,2
130,It's only a few real bitches I know.,white,woman,liberal,0.0,0.9892503,0.0009753805,0.009774334,0
131,It's only a few real bitches I know.,white,man,libert,1.0,0.9892503,0.0009753805,0.009774334,0
132,It's only a few real bitches I know.,white,man,mod-liberal,0.0,0.9892503,0.0009753805,0.009774334,0
133,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,mod-cons,0.5,0.8703029,0.0018452068,0.1278519,0
134,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,man,mod-liberal,0.5,0.8703029,0.0018452068,0.1278519,0
135,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,cons,1.0,0.8703029,0.0018452068,0.1278519,0
136,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.99787104,0.0018381305,0.0002908345,0
137,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.99787104,0.0018381305,0.0002908345,0
138,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.99787104,0.0018381305,0.0002908345,0
139,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.99787104,0.0018381305,0.0002908345,0
140,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.99787104,0.0018381305,0.0002908345,0
141,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.99787104,0.0018381305,0.0002908345,0
142,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.9986523,0.0008826351,0.00046511603,0
143,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.9986523,0.0008826351,0.00046511603,0
144,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9986523,0.0008826351,0.00046511603,0
145,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9986523,0.0008826351,0.00046511603,0
146,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9986523,0.0008826351,0.00046511603,0
147,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9986523,0.0008826351,0.00046511603,0
148,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.9986523,0.0008826351,0.00046511603,0
149,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.9986523,0.0008826351,0.00046511603,0
150,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.98819155,0.010935019,0.0008733897,0
151,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.98819155,0.010935019,0.0008733897,0
152,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.9984938,0.0013351724,0.00017107947,0
153,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.9984938,0.0013351724,0.00017107947,0
154,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.00045697883,0.0029108475,0.99663216,2
155,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.00045697883,0.0029108475,0.99663216,2
156,Got a lil bitch from the 916,white,man,mod-liberal,0.0,0.0006558201,0.0008420897,0.99850214,2
157,Got a lil bitch from the 916,white,woman,cons,1.0,0.0006558201,0.0008420897,0.99850214,2
158,Got a lil bitch from the 916,white,woman,liberal,0.0,0.0006558201,0.0008420897,0.99850214,2
159,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,mod-cons,0.5,0.99804723,0.0016479805,0.00030484574,0
160,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,0.0,0.99804723,0.0016479805,0.00030484574,0
161,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,,0.99804723,0.0016479805,0.00030484574,0
162,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.004156312,0.0023867693,0.9934569,2
163,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.004156312,0.0023867693,0.9934569,2
164,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,,0.9983077,0.0012346025,0.00045774708,0
165,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,man,liberal,1.0,0.9983077,0.0012346025,0.00045774708,0
166,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,1.0,0.9983077,0.0012346025,0.00045774708,0
167,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.97729045,0.018040089,0.0046694158,0
168,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.97729045,0.018040089,0.0046694158,0
169,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,mod-cons,0.5,0.9972977,0.0023404935,0.0003617414,0
170,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.9972977,0.0023404935,0.0003617414,0
171,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.9972977,0.0023404935,0.0003617414,0
172,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.5,0.7441007,0.005681279,0.250218,0
173,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.0,0.7441007,0.005681279,0.250218,0
174,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,liberal,0.0,0.7441007,0.005681279,0.250218,0
175,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.00014408171,0.00123499,0.998621,2
176,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.00014408171,0.00123499,0.998621,2
177,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,woman,liberal,1.0,0.7174548,0.16678834,0.11575678,0
178,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.7174548,0.16678834,0.11575678,0
179,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.7174548,0.16678834,0.11575678,0
180,Heat bitches!!!!!!!!!!!,asian,woman,liberal,0.5,0.9964114,0.0018643459,0.0017242379,0
181,Heat bitches!!!!!!!!!!!,white,woman,liberal,0.0,0.9964114,0.0018643459,0.0017242379,0
182,Heat bitches!!!!!!!!!!!,white,woman,mod-liberal,0.0,0.9964114,0.0018643459,0.0017242379,0
183,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,asian,man,liberal,0.5,0.836094,0.14600252,0.017903408,0
184,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,liberal,1.0,0.836094,0.14600252,0.017903408,0
185,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,mod-cons,0.0,0.836094,0.14600252,0.017903408,0
186,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.001031231,0.0009687519,0.99799997,2
187,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.001031231,0.0009687519,0.99799997,2
188,Wish I got hoes like James Bond,white,woman,mod-cons,0.0,0.001031231,0.0009687519,0.99799997,2
189,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.9901744,0.0059339707,0.003891593,0
190,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.9901744,0.0059339707,0.003891593,0
