,Posts,Annotator Race,Annotator Gender,Annotator Politics,offensiveYN,OffensiveY Score,Neutral Score,OffensiveN Score,Prediction
21,RT @lesxo_: cant turn a hoe into a husband either,white,woman,liberal,1.0,0.6573229,0.26950145,0.07317566,0
22,"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",white,woman,liberal,1.0,0.8997928,0.08484588,0.015361309,0
23,"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",white,woman,liberal,1.0,0.8997928,0.08484588,0.015361309,0
24,"Like the hoes when they lay w/ me.. Puppy eyes when I go, Sayin stay wit me",white,man,mod-liberal,0.0,0.8196038,0.1166995,0.06369675,0
25,"Like the hoes when they lay w/ me.. Puppy eyes when I go, Sayin stay wit me",asian,man,liberal,0.0,0.8196038,0.1166995,0.06369675,0
26,"Like the hoes when they lay w/ me.. Puppy eyes when I go, Sayin stay wit me",white,woman,liberal,0.0,0.8196038,0.1166995,0.06369675,0
27,RT @blackrepublican: Spike Lee is one of those [wealthy] people he bitches about that's causing gentrification.,white,woman,liberal,,0.54898006,0.27793798,0.17308195,0
28,RT @blackrepublican: Spike Lee is one of those [wealthy] people he bitches about that's causing gentrification.,white,woman,other,1.0,0.54898006,0.27793798,0.17308195,0
29,RT @blackrepublican: Spike Lee is one of those [wealthy] people he bitches about that's causing gentrification.,white,woman,na,0.0,0.54898006,0.27793798,0.17308195,0
30,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",black,woman,mod-liberal,1.0,0.8703753,0.10354623,0.026078518,0
31,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",black,woman,mod-liberal,1.0,0.8703753,0.10354623,0.026078518,0
32,i ran out &#128553; RT @sadonna_rae: This hoe just texted me asking to borrow a roll of tissue until tomorrow &#128555;&#128555;&#128557;&#128557;&#128557;,white,woman,liberal,0.0,0.4604605,0.26858422,0.27095526,0
33,i ran out &#128553; RT @sadonna_rae: This hoe just texted me asking to borrow a roll of tissue until tomorrow &#128555;&#128555;&#128557;&#128557;&#128557;,white,man,cons,0.5,0.4604605,0.26858422,0.27095526,0
34,i ran out &#128553; RT @sadonna_rae: This hoe just texted me asking to borrow a roll of tissue until tomorrow &#128555;&#128555;&#128557;&#128557;&#128557;,white,man,liberal,0.0,0.4604605,0.26858422,0.27095526,0
35,Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh,white,woman,liberal,0.0,0.76067865,0.19218887,0.047132414,0
36,Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh,white,woman,liberal,0.5,0.76067865,0.19218887,0.047132414,0
37,Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh,white,man,mod-liberal,0.0,0.76067865,0.19218887,0.047132414,0
38,@YourDudeFerg gay fags,white,woman,liberal,1.0,0.80747503,0.1635686,0.028956283,0
39,@YourDudeFerg gay fags,white,woman,liberal,1.0,0.80747503,0.1635686,0.028956283,0
40,@YourDudeFerg gay fags,white,woman,mod-cons,0.5,0.80747503,0.1635686,0.028956283,0
41,@YourDudeFerg gay fags,white,woman,mod-cons,0.5,0.80747503,0.1635686,0.028956283,0
42,@YourDudeFerg gay fags,white,woman,liberal,1.0,0.80747503,0.1635686,0.028956283,0
43,@YourDudeFerg gay fags,white,woman,liberal,1.0,0.80747503,0.1635686,0.028956283,0
44,RT @iLikeWGW: retweet for big booty bitches,white,woman,other,0.0,0.74765223,0.19049546,0.06185237,0
45,RT @iLikeWGW: retweet for big booty bitches,white,woman,liberal,1.0,0.74765223,0.19049546,0.06185237,0
46,RT @iLikeWGW: retweet for big booty bitches,white,woman,mod-cons,0.0,0.74765223,0.19049546,0.06185237,0
47,&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation,white,man,mod-liberal,0.0,0.7765901,0.175666,0.047743846,0
48,&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation,white,woman,mod-cons,0.5,0.7765901,0.175666,0.047743846,0
49,&#8220;@TheRealMFast: I hate this shit like why y'all bitches think that's cute? http://t.co/UXSzeXGUjU&#8221;&lt;total clothing violation,white,woman,other,0.0,0.7765901,0.175666,0.047743846,0
50,bitches dumb,white,woman,mod-cons,1.0,0.77461207,0.111593455,0.11379444,0
51,bitches dumb,white,woman,mod-cons,1.0,0.77461207,0.111593455,0.11379444,0
52,Y'all lonely ass bitches sure do give out a lot of relationship advice....,asian,woman,liberal,1.0,0.66594106,0.22492161,0.10913737,0
53,Y'all lonely ass bitches sure do give out a lot of relationship advice....,white,man,mod-liberal,0.0,0.66594106,0.22492161,0.10913737,0
54,Y'all lonely ass bitches sure do give out a lot of relationship advice....,white,woman,liberal,1.0,0.66594106,0.22492161,0.10913737,0
55,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.8724968,0.09694011,0.030563194,0
56,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.8724968,0.09694011,0.030563194,0
57,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,mod-liberal,0.5,0.8724968,0.09694011,0.030563194,0
58,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,mod-liberal,0.5,0.8724968,0.09694011,0.030563194,0
59,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.8724968,0.09694011,0.030563194,0
60,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.8724968,0.09694011,0.030563194,0
61,@StephyRae7 hii fag. :),white,man,mod-liberal,1.0,0.61772245,0.15833469,0.22394285,0
62,@StephyRae7 hii fag. :),white,man,mod-liberal,1.0,0.61772245,0.15833469,0.22394285,0
63,That bitch got 5 million boyfriends,white,man,liberal,1.0,0.92097735,0.07067222,0.008350408,0
64,That bitch got 5 million boyfriends,white,woman,liberal,0.5,0.92097735,0.07067222,0.008350408,0
65,That bitch got 5 million boyfriends,white,woman,mod-cons,1.0,0.92097735,0.07067222,0.008350408,0
66,Just straight ignorant bitches #WhereTheyHeadsAt,white,woman,mod-liberal,0.5,0.84649545,0.13465634,0.0188482,0
67,Just straight ignorant bitches #WhereTheyHeadsAt,white,woman,mod-cons,1.0,0.84649545,0.13465634,0.0188482,0
68,Just straight ignorant bitches #WhereTheyHeadsAt,white,man,cons,1.0,0.84649545,0.13465634,0.0188482,0
69,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.90085,0.091356054,0.0077938796,0
70,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.90085,0.091356054,0.0077938796,0
71,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.90085,0.091356054,0.0077938796,0
72,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,hisp,woman,mod-liberal,1.0,0.90085,0.091356054,0.0077938796,0
73,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,hisp,woman,mod-liberal,1.0,0.90085,0.091356054,0.0077938796,0
74,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.90085,0.091356054,0.0077938796,0
75,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.90085,0.091356054,0.0077938796,0
76,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,woman,other,0.0,0.2446054,0.102153584,0.653241,2
77,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,mod-liberal,0.5,0.2446054,0.102153584,0.653241,2
78,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,cons,0.0,0.2446054,0.102153584,0.653241,2
79,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,woman,other,0.0,0.88794327,0.08947739,0.022579284,0
80,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,asian,man,liberal,0.0,0.88794327,0.08947739,0.022579284,0
81,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,man,libert,1.0,0.88794327,0.08947739,0.022579284,0
82,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.9179069,0.071896024,0.010197025,0
83,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.9179069,0.071896024,0.010197025,0
84,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.880572,0.09855653,0.020871492,0
85,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.880572,0.09855653,0.020871492,0
86,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.880572,0.09855653,0.020871492,0
87,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.880572,0.09855653,0.020871492,0
88,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.880572,0.09855653,0.020871492,0
89,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.880572,0.09855653,0.020871492,0
90,We live ina generation where we praise these hoes.,asian,woman,liberal,0.0,0.78199184,0.18884864,0.029159531,0
91,We live ina generation where we praise these hoes.,white,woman,mod-cons,0.0,0.78199184,0.18884864,0.029159531,0
92,We live ina generation where we praise these hoes.,white,man,liberal,0.0,0.78199184,0.18884864,0.029159531,0
93,Let a bitch be a bitch n a hoe be a hoe!,white,man,cons,0.5,0.9223173,0.0640024,0.013680232,0
94,Let a bitch be a bitch n a hoe be a hoe!,white,woman,other,1.0,0.9223173,0.0640024,0.013680232,0
95,Let a bitch be a bitch n a hoe be a hoe!,white,man,libert,1.0,0.9223173,0.0640024,0.013680232,0
96,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,1.0,0.7872593,0.1794761,0.033264644,0
97,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,hisp,woman,other,1.0,0.7872593,0.1794761,0.033264644,0
98,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,0.5,0.7872593,0.1794761,0.033264644,0
99,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.91672224,0.0724371,0.010840667,0
100,Awwwwww they no Kaep ain't rape no bitch!!!!,white,woman,liberal,0.5,0.91672224,0.0724371,0.010840667,0
101,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.91672224,0.0724371,0.010840667,0
102,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.88490385,0.10323846,0.011857718,0
103,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.88490385,0.10323846,0.011857718,0
104,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.88490385,0.10323846,0.011857718,0
105,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.88490385,0.10323846,0.011857718,0
106,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.80545527,0.16379805,0.030746698,0
107,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.80545527,0.16379805,0.030746698,0
108,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.80545527,0.16379805,0.030746698,0
109,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.80545527,0.16379805,0.030746698,0
110,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.80545527,0.16379805,0.030746698,0
111,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.80545527,0.16379805,0.030746698,0
112,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,other,1.0,0.8079951,0.16042984,0.031575087,0
113,RT @HG_Shit: @1BookieG them klutzy bitches,white,man,libert,1.0,0.8079951,0.16042984,0.031575087,0
114,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,libert,0.5,0.8079951,0.16042984,0.031575087,0
115,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.772874,0.1912596,0.03586649,0
116,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.772874,0.1912596,0.03586649,0
117,@ICBC_World214 that hoe out now,white,woman,other,0.0,0.772874,0.1912596,0.03586649,0
118,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,liberal,1.0,0.8683183,0.10942827,0.022253424,0
119,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,mod-liberal,1.0,0.8683183,0.10942827,0.022253424,0
120,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,cons,1.0,0.8683183,0.10942827,0.022253424,0
121,"I don't know what's more stressful, midterms or flappy birds.",black,woman,mod-liberal,0.0,0.4459179,0.040833786,0.5132483,2
122,"I don't know what's more stressful, midterms or flappy birds.",white,woman,liberal,0.0,0.4459179,0.040833786,0.5132483,2
123,"I don't know what's more stressful, midterms or flappy birds.",white,woman,mod-cons,0.0,0.4459179,0.040833786,0.5132483,2
124,@lucas_wright955 @MichaelGT03 faggots,white,woman,cons,1.0,0.83369625,0.14283769,0.023466095,0
125,@lucas_wright955 @MichaelGT03 faggots,white,man,liberal,1.0,0.83369625,0.14283769,0.023466095,0
126,@lucas_wright955 @MichaelGT03 faggots,white,man,cons,1.0,0.83369625,0.14283769,0.023466095,0
127,i'ont neva chase hoes they move to slow i let em chase me,black,woman,mod-liberal,0.0,0.80958474,0.13267834,0.0577369,0
128,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,1.0,0.80958474,0.13267834,0.0577369,0
129,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,,0.80958474,0.13267834,0.0577369,0
130,It's only a few real bitches I know.,white,woman,liberal,0.0,0.8706306,0.11058023,0.018789165,0
131,It's only a few real bitches I know.,white,man,libert,1.0,0.8706306,0.11058023,0.018789165,0
132,It's only a few real bitches I know.,white,man,mod-liberal,0.0,0.8706306,0.11058023,0.018789165,0
133,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,mod-cons,0.5,0.73418576,0.19644895,0.06936532,0
134,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,man,mod-liberal,0.5,0.73418576,0.19644895,0.06936532,0
135,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,cons,1.0,0.73418576,0.19644895,0.06936532,0
136,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.7275409,0.19696571,0.0754934,0
137,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.7275409,0.19696571,0.0754934,0
138,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.7275409,0.19696571,0.0754934,0
139,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.7275409,0.19696571,0.0754934,0
140,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.7275409,0.19696571,0.0754934,0
141,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.7275409,0.19696571,0.0754934,0
142,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.9084472,0.08416932,0.0073834187,0
143,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.9084472,0.08416932,0.0073834187,0
144,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9084472,0.08416932,0.0073834187,0
145,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9084472,0.08416932,0.0073834187,0
146,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9084472,0.08416932,0.0073834187,0
147,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.9084472,0.08416932,0.0073834187,0
148,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.9084472,0.08416932,0.0073834187,0
149,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.9084472,0.08416932,0.0073834187,0
150,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.63792247,0.26463035,0.09744719,0
151,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.63792247,0.26463035,0.09744719,0
152,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.9094397,0.082692064,0.007868195,0
153,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.9094397,0.082692064,0.007868195,0
154,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.6979849,0.24984825,0.05216686,0
155,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.6979849,0.24984825,0.05216686,0
156,Got a lil bitch from the 916,white,man,mod-liberal,0.0,0.87070376,0.098072596,0.03122368,0
157,Got a lil bitch from the 916,white,woman,cons,1.0,0.87070376,0.098072596,0.03122368,0
158,Got a lil bitch from the 916,white,woman,liberal,0.0,0.87070376,0.098072596,0.03122368,0
159,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,mod-cons,0.5,0.8498898,0.1133475,0.036762625,0
160,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,0.0,0.8498898,0.1133475,0.036762625,0
161,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,,0.8498898,0.1133475,0.036762625,0
162,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.47747752,0.26967785,0.25284457,0
163,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.47747752,0.26967785,0.25284457,0
164,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,,0.9365315,0.049248092,0.014220479,0
165,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,man,liberal,1.0,0.9365315,0.049248092,0.014220479,0
166,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,1.0,0.9365315,0.049248092,0.014220479,0
167,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.8071354,0.15928885,0.033575743,0
168,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.8071354,0.15928885,0.033575743,0
169,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,mod-cons,0.5,0.8197629,0.0971448,0.08309235,0
170,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.8197629,0.0971448,0.08309235,0
171,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.8197629,0.0971448,0.08309235,0
172,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.5,0.035656765,0.030261504,0.93408173,2
173,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.0,0.035656765,0.030261504,0.93408173,2
174,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,liberal,0.0,0.035656765,0.030261504,0.93408173,2
175,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.043638967,0.052025385,0.9043356,2
176,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.043638967,0.052025385,0.9043356,2
177,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,woman,liberal,1.0,0.9211224,0.06911343,0.0097641535,0
178,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.9211224,0.06911343,0.0097641535,0
179,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.9211224,0.06911343,0.0097641535,0
180,Heat bitches!!!!!!!!!!!,asian,woman,liberal,0.5,0.7500427,0.14148043,0.10847681,0
181,Heat bitches!!!!!!!!!!!,white,woman,liberal,0.0,0.7500427,0.14148043,0.10847681,0
182,Heat bitches!!!!!!!!!!!,white,woman,mod-liberal,0.0,0.7500427,0.14148043,0.10847681,0
183,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,asian,man,liberal,0.5,0.695953,0.23829392,0.065753125,0
184,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,liberal,1.0,0.695953,0.23829392,0.065753125,0
185,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,mod-cons,0.0,0.695953,0.23829392,0.065753125,0
186,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.84638697,0.12978971,0.023823302,0
187,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.84638697,0.12978971,0.023823302,0
188,Wish I got hoes like James Bond,white,woman,mod-cons,0.0,0.84638697,0.12978971,0.023823302,0
189,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.8337857,0.13677801,0.029436236,0
190,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.8337857,0.13677801,0.029436236,0
191,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,man,cons,1.0,0.8337857,0.13677801,0.029436236,0
192,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,man,cons,1.0,0.8337857,0.13677801,0.029436236,0
193,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,other,1.0,0.8337857,0.13677801,0.029436236,0
