,Posts,Annotator Race,Annotator Gender,Annotator Politics,offensiveYN,OffensiveY Score,Neutral Score,OffensiveN Score,Prediction
52,Y'all lonely ass bitches sure do give out a lot of relationship advice....,asian,woman,liberal,1.0,0.45595717,0.16971451,0.37432832,0
53,Y'all lonely ass bitches sure do give out a lot of relationship advice....,white,man,mod-liberal,0.0,0.45595717,0.16971451,0.37432832,0
54,Y'all lonely ass bitches sure do give out a lot of relationship advice....,white,woman,liberal,1.0,0.45595717,0.16971451,0.37432832,0
55,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.782716,0.08850706,0.12877703,0
56,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.782716,0.08850706,0.12877703,0
57,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,mod-liberal,0.5,0.782716,0.08850706,0.12877703,0
58,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,mod-liberal,0.5,0.782716,0.08850706,0.12877703,0
59,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.782716,0.08850706,0.12877703,0
60,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",white,man,cons,1.0,0.782716,0.08850706,0.12877703,0
61,@StephyRae7 hii fag. :),white,man,mod-liberal,1.0,0.42308608,0.13004598,0.44686797,2
62,@StephyRae7 hii fag. :),white,man,mod-liberal,1.0,0.42308608,0.13004598,0.44686797,2
63,That bitch got 5 million boyfriends,white,man,liberal,1.0,0.6643498,0.13184425,0.20380592,0
64,That bitch got 5 million boyfriends,white,woman,liberal,0.5,0.6643498,0.13184425,0.20380592,0
65,That bitch got 5 million boyfriends,white,woman,mod-cons,1.0,0.6643498,0.13184425,0.20380592,0
66,Just straight ignorant bitches #WhereTheyHeadsAt,white,woman,mod-liberal,0.5,0.58011395,0.16620544,0.25368065,0
67,Just straight ignorant bitches #WhereTheyHeadsAt,white,woman,mod-cons,1.0,0.58011395,0.16620544,0.25368065,0
68,Just straight ignorant bitches #WhereTheyHeadsAt,white,man,cons,1.0,0.58011395,0.16620544,0.25368065,0
69,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.7889535,0.079969466,0.13107708,0
70,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.7889535,0.079969466,0.13107708,0
71,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,woman,liberal,1.0,0.7889535,0.079969466,0.13107708,0
72,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,hisp,woman,mod-liberal,1.0,0.7889535,0.079969466,0.13107708,0
73,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,hisp,woman,mod-liberal,1.0,0.7889535,0.079969466,0.13107708,0
74,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.7889535,0.079969466,0.13107708,0
75,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,white,man,mod-liberal,1.0,0.7889535,0.079969466,0.13107708,0
76,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,woman,other,0.0,0.032276645,0.039085444,0.92863786,2
77,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,mod-liberal,0.5,0.032276645,0.039085444,0.92863786,2
78,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",white,man,cons,0.0,0.032276645,0.039085444,0.92863786,2
79,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,woman,other,0.0,0.6596951,0.115086496,0.22521842,0
80,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,asian,man,liberal,0.0,0.6596951,0.115086496,0.22521842,0
81,Knowing what you want doesn't make you a bitch. It makes you a woman who won't settle for anything less than what she deserves.,white,man,libert,1.0,0.6596951,0.115086496,0.22521842,0
82,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.6560997,0.12669484,0.21720551,0
83,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,white,woman,liberal,0.5,0.6560997,0.12669484,0.21720551,0
84,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.88462704,0.064082175,0.051290724,0
85,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,liberal,1.0,0.88462704,0.064082175,0.051290724,0
86,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.88462704,0.064082175,0.051290724,0
87,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,woman,liberal,1.0,0.88462704,0.064082175,0.051290724,0
88,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.88462704,0.064082175,0.051290724,0
89,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,white,man,mod-liberal,1.0,0.88462704,0.064082175,0.051290724,0
90,We live ina generation where we praise these hoes.,asian,woman,liberal,0.0,0.6221191,0.14834458,0.22953632,0
91,We live ina generation where we praise these hoes.,white,woman,mod-cons,0.0,0.6221191,0.14834458,0.22953632,0
92,We live ina generation where we praise these hoes.,white,man,liberal,0.0,0.6221191,0.14834458,0.22953632,0
93,Let a bitch be a bitch n a hoe be a hoe!,white,man,cons,0.5,0.6811107,0.121640325,0.19724901,0
94,Let a bitch be a bitch n a hoe be a hoe!,white,woman,other,1.0,0.6811107,0.121640325,0.19724901,0
95,Let a bitch be a bitch n a hoe be a hoe!,white,man,libert,1.0,0.6811107,0.121640325,0.19724901,0
96,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,1.0,0.5730629,0.16418527,0.2627519,0
97,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,hisp,woman,other,1.0,0.5730629,0.16418527,0.2627519,0
98,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,white,woman,liberal,0.5,0.5730629,0.16418527,0.2627519,0
99,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.7205923,0.13329618,0.14611155,0
100,Awwwwww they no Kaep ain't rape no bitch!!!!,white,woman,liberal,0.5,0.7205923,0.13329618,0.14611155,0
101,Awwwwww they no Kaep ain't rape no bitch!!!!,white,man,cons,1.0,0.7205923,0.13329618,0.14611155,0
102,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.89632624,0.060757965,0.04291588,0
103,RT @JoeCaroselli1: Jameis Winston is a nigger,white,man,mod-liberal,1.0,0.89632624,0.060757965,0.04291588,0
104,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.89632624,0.060757965,0.04291588,0
105,RT @JoeCaroselli1: Jameis Winston is a nigger,white,woman,liberal,1.0,0.89632624,0.060757965,0.04291588,0
106,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.79966664,0.08867484,0.111658484,0
107,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,man,mod-liberal,0.5,0.79966664,0.08867484,0.111658484,0
108,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.79966664,0.08867484,0.111658484,0
109,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,0.5,0.79966664,0.08867484,0.111658484,0
110,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.79966664,0.08867484,0.111658484,0
111,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",white,woman,liberal,1.0,0.79966664,0.08867484,0.111658484,0
112,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,other,1.0,0.62798816,0.1306091,0.24140273,0
113,RT @HG_Shit: @1BookieG them klutzy bitches,white,man,libert,1.0,0.62798816,0.1306091,0.24140273,0
114,RT @HG_Shit: @1BookieG them klutzy bitches,white,woman,libert,0.5,0.62798816,0.1306091,0.24140273,0
115,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.4659243,0.17823192,0.3558438,0
116,@ICBC_World214 that hoe out now,white,woman,liberal,0.0,0.4659243,0.17823192,0.3558438,0
117,@ICBC_World214 that hoe out now,white,woman,other,0.0,0.4659243,0.17823192,0.3558438,0
118,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,liberal,1.0,0.64934814,0.12393027,0.22672161,0
119,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,mod-liberal,1.0,0.64934814,0.12393027,0.22672161,0
120,"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",white,man,cons,1.0,0.64934814,0.12393027,0.22672161,0
121,"I don't know what's more stressful, midterms or flappy birds.",black,woman,mod-liberal,0.0,0.42191058,0.057099387,0.52099,2
122,"I don't know what's more stressful, midterms or flappy birds.",white,woman,liberal,0.0,0.42191058,0.057099387,0.52099,2
123,"I don't know what's more stressful, midterms or flappy birds.",white,woman,mod-cons,0.0,0.42191058,0.057099387,0.52099,2
124,@lucas_wright955 @MichaelGT03 faggots,white,woman,cons,1.0,0.8655449,0.07803124,0.056423776,0
125,@lucas_wright955 @MichaelGT03 faggots,white,man,liberal,1.0,0.8655449,0.07803124,0.056423776,0
126,@lucas_wright955 @MichaelGT03 faggots,white,man,cons,1.0,0.8655449,0.07803124,0.056423776,0
127,i'ont neva chase hoes they move to slow i let em chase me,black,woman,mod-liberal,0.0,0.5245516,0.13211034,0.3433381,0
128,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,1.0,0.5245516,0.13211034,0.3433381,0
129,i'ont neva chase hoes they move to slow i let em chase me,white,woman,liberal,,0.5245516,0.13211034,0.3433381,0
130,It's only a few real bitches I know.,white,woman,liberal,0.0,0.40294972,0.143116,0.45393425,2
131,It's only a few real bitches I know.,white,man,libert,1.0,0.40294972,0.143116,0.45393425,2
132,It's only a few real bitches I know.,white,man,mod-liberal,0.0,0.40294972,0.143116,0.45393425,2
133,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,mod-cons,0.5,0.32683697,0.09165002,0.58151305,2
134,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,man,mod-liberal,0.5,0.32683697,0.09165002,0.58151305,2
135,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",white,woman,cons,1.0,0.32683697,0.09165002,0.58151305,2
136,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.77746326,0.09807416,0.12446259,0
137,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",asian,woman,liberal,1.0,0.77746326,0.09807416,0.12446259,0
138,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.77746326,0.09807416,0.12446259,0
139,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,man,liberal,1.0,0.77746326,0.09807416,0.12446259,0
140,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.77746326,0.09807416,0.12446259,0
141,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",white,woman,other,1.0,0.77746326,0.09807416,0.12446259,0
142,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.90224785,0.06384459,0.033907603,0
143,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,other,1.0,0.90224785,0.06384459,0.033907603,0
144,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.90224785,0.06384459,0.033907603,0
145,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.90224785,0.06384459,0.033907603,0
146,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.90224785,0.06384459,0.033907603,0
147,"I turn bitches gay, they think all the other bitches can fuck like me.",white,woman,mod-cons,1.0,0.90224785,0.06384459,0.033907603,0
148,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.90224785,0.06384459,0.033907603,0
149,"I turn bitches gay, they think all the other bitches can fuck like me.",white,man,libert,0.5,0.90224785,0.06384459,0.033907603,0
150,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.4028232,0.18156666,0.4156102,2
151,RT @littlechelleeee: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,white,woman,liberal,0.5,0.4028232,0.18156666,0.4156102,2
152,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.9313134,0.0493578,0.019328792,0
153,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,white,man,liberal,1.0,0.9313134,0.0493578,0.019328792,0
154,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.51595235,0.2197518,0.26429585,0
155,"RT @HelloCupkake: Too many good single girls, too many hoes taken.",white,woman,other,1.0,0.51595235,0.2197518,0.26429585,0
156,Got a lil bitch from the 916,white,man,mod-liberal,0.0,0.29855108,0.11691429,0.58453465,2
157,Got a lil bitch from the 916,white,woman,cons,1.0,0.29855108,0.11691429,0.58453465,2
158,Got a lil bitch from the 916,white,woman,liberal,0.0,0.29855108,0.11691429,0.58453465,2
159,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,mod-cons,0.5,0.46452644,0.15559687,0.37987664,0
160,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,0.0,0.46452644,0.15559687,0.37987664,0
161,If a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that's cash in him out number &#128175;&#128527;,white,woman,liberal,,0.46452644,0.15559687,0.37987664,0
162,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.49520534,0.16076963,0.3440251,0
163,"RT @illest_qveen: im sick of bitches , bitching about other bitches &#128530;",white,man,mod-liberal,1.0,0.49520534,0.16076963,0.3440251,0
164,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,,0.6667889,0.12825699,0.20495407,0
165,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,man,liberal,1.0,0.6667889,0.12825699,0.20495407,0
166,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,white,woman,liberal,1.0,0.6667889,0.12825699,0.20495407,0
167,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.506723,0.17787649,0.31540054,0
168,RT @_honeysays: &#8220;@NipseyHussle: Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!&#8221;,white,man,mod-cons,1.0,0.506723,0.17787649,0.31540054,0
169,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,mod-cons,0.5,0.5419854,0.14249423,0.31552044,0
170,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.5419854,0.14249423,0.31552044,0
171,Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo,white,woman,liberal,,0.5419854,0.14249423,0.31552044,0
172,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.5,0.094150506,0.06996672,0.8358828,2
173,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,mod-liberal,0.0,0.094150506,0.06996672,0.8358828,2
174,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,white,man,liberal,0.0,0.094150506,0.06996672,0.8358828,2
175,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.17317428,0.08080925,0.7460165,2
176,Ain't been on this hoe all day,white,woman,mod-cons,1.0,0.17317428,0.08080925,0.7460165,2
177,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,woman,liberal,1.0,0.72799945,0.11608965,0.1559109,0
178,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.72799945,0.11608965,0.1559109,0
179,"RT @tupac_taughtmeh: ""@DivaMonRoe2uHoE: Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;",white,man,cons,1.0,0.72799945,0.11608965,0.1559109,0
180,Heat bitches!!!!!!!!!!!,asian,woman,liberal,0.5,0.2246191,0.122242615,0.6531383,2
181,Heat bitches!!!!!!!!!!!,white,woman,liberal,0.0,0.2246191,0.122242615,0.6531383,2
182,Heat bitches!!!!!!!!!!!,white,woman,mod-liberal,0.0,0.2246191,0.122242615,0.6531383,2
183,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,asian,man,liberal,0.5,0.6763028,0.11480136,0.20889594,0
184,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,liberal,1.0,0.6763028,0.11480136,0.20889594,0
185,RT @OfficialA1King: The face you make when you see a hoe trying to preach on twitter http://t.co/2T1UkUDQBw,white,woman,mod-cons,0.0,0.6763028,0.11480136,0.20889594,0
186,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.57939196,0.115885675,0.30472237,0
187,Wish I got hoes like James Bond,white,woman,liberal,0.0,0.57939196,0.115885675,0.30472237,0
188,Wish I got hoes like James Bond,white,woman,mod-cons,0.0,0.57939196,0.115885675,0.30472237,0
189,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.7243037,0.13139124,0.14430505,0
190,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,liberal,1.0,0.7243037,0.13139124,0.14430505,0
191,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,man,cons,1.0,0.7243037,0.13139124,0.14430505,0
192,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,man,cons,1.0,0.7243037,0.13139124,0.14430505,0
193,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",white,woman,other,1.0,0.7243037,0.13139124,0.14430505,0
